Datum von,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_50Hertz,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_TransNetBW,Differenz
2023-05-11,285405.75,164160.25,121245.5
2023-05-12,273857.75,160691.0,113166.75
2023-05-13,233408.25,128461.5,104946.75
2023-05-14,212647.0,114367.5,98279.5
2023-05-15,262411.5,156918.75,105492.75
2023-05-16,280194.25,167181.75,113012.5
2023-05-17,281521.25,159182.25,122339.0
2023-05-18,206460.75,120213.5,86247.25
2023-05-19,225806.5,134385.5,91421.0
2023-05-20,223413.25,120521.0,102892.25
2023-05-21,219548.0,110866.75,108681.25
2023-05-22,269573.5,155858.5,113715.0
2023-05-23,269583.5,163045.25,106538.25
2023-05-24,258748.75,161563.75,97185.0
2023-05-25,261430.5,159736.75,101693.75
2023-05-26,260873.5,154611.75,106261.75
2023-05-27,206518.75,121525.0,84993.75
2023-05-28,190537.0,101926.5,88610.5
2023-05-29,199722.5,105020.0,94702.5
2023-05-30,244537.75,148317.75,96220.0
2023-05-31,259896.0,154794.25,105101.75
2023-06-01,266413.0,156398.75,110014.25
2023-06-02,258704.0,150181.25,108522.75
2023-06-03,214817.5,119594.25,95223.25
2023-06-04,202966.5,105877.5,97089.0
2023-06-05,246054.75,148203.25,97851.5
2023-06-06,255028.5,152946.5,102082.0
2023-06-07,252160.75,149931.75,102229.0
2023-06-08,254593.5,115101.25,139492.25
2023-06-09,266830.75,127784.75,139046.0
2023-06-10,249545.5,117508.5,132037.0
2023-06-11,226150.5,110664.5,115486.0
2023-06-12,266795.75,155119.75,111676.0
2023-06-13,272485.25,160655.0,111830.25
2023-06-14,259999.0,161978.25,98020.75
2023-06-15,254320.5,160612.75,93707.75
2023-06-16,252718.0,155652.75,97065.25
2023-06-17,214278.0,123354.0,90924.0
2023-06-18,208639.25,112881.25,95758.0
2023-06-19,256255.0,161988.0,94267.0
2023-06-20,273493.75,168168.25,105325.5
2023-06-21,280117.25,170178.0,109939.25
2023-06-22,272888.75,169055.0,103833.75
2023-06-23,271554.5,159061.5,112493.0
2023-06-24,223962.75,123437.75,100525.0
2023-06-25,205847.25,112506.0,93341.25
2023-06-26,270344.0,161417.0,108927.0
2023-06-27,279237.0,169456.0,109781.0
2023-06-28,271145.5,163603.25,107542.25
2023-06-29,262263.75,163052.25,99211.5
2023-06-30,265767.0,161843.25,103923.75
2023-07-01,229289.0,126083.25,103205.75
2023-07-02,233786.5,113785.0,120001.5
2023-07-03,279792.0,157982.25,121809.75
2023-07-04,281328.25,165139.25,116189.0
2023-07-05,273194.25,164553.75,108640.5
2023-07-06,269994.0,160578.25,109415.75
2023-07-07,249249.0,158838.5,90410.5
2023-07-08,219934.0,129584.25,90349.75
2023-07-09,212208.75,118523.75,93685.0
2023-07-10,263756.75,166794.75,96962.0
2023-07-11,266446.75,172236.25,94210.5
2023-07-12,288474.25,170779.0,117695.25
2023-07-13,266548.5,162805.5,103743.0
2023-07-14,250558.25,158210.0,92348.25
2023-07-15,237350.25,132102.5,105247.75
2023-07-16,214401.25,117518.0,96883.25
2023-07-17,259227.0,158601.75,100625.25
2023-07-18,267693.75,166322.0,101371.75
2023-07-19,249027.75,167422.0,81605.75
2023-07-20,259467.75,163539.75,95928.0
2023-07-21,243935.25,158818.5,85116.75
2023-07-22,213766.75,124521.75,89245.0
2023-07-23,214316.25,114742.25,99574.0
2023-07-24,250431.25,163035.25,87396.0
2023-07-25,256549.25,163227.0,93322.25
2023-07-26,256034.0,163367.0,92667.0
2023-07-27,252479.25,161240.75,91238.5
2023-07-28,240654.75,158045.5,82609.25
2023-07-29,209942.25,124160.25,85782.0
2023-07-30,206423.75,112283.0,94140.75
2023-07-31,254507.75,148065.75,106442.0
2023-08-01,251994.75,155658.0,96336.75
2023-08-02,264352.75,155541.5,108811.25
2023-08-03,264142.5,151483.0,112659.5
2023-08-04,252044.0,147372.5,104671.5
2023-08-05,205131.25,118415.0,86716.25
2023-08-06,212746.5,112676.0,100070.5
2023-08-07,267017.75,144618.75,122399.0
2023-08-08,264025.0,145907.25,118117.75
2023-08-09,267850.5,149681.0,118169.5
2023-08-10,261969.25,145477.25,116492.0
2023-08-11,245469.75,143421.0,102048.75
2023-08-12,232164.75,118426.75,113738.0
2023-08-13,206215.0,109293.25,96921.75
2023-08-14,252850.75,145267.5,107583.25
2023-08-15,267173.5,150231.25,116942.25
2023-08-16,256721.0,149012.5,107708.5
2023-08-17,261538.0,149906.0,111632.0
2023-08-18,266004.25,144430.75,121573.5
2023-08-19,231615.0,120305.5,111309.5
2023-08-20,216756.5,111159.75,105596.75
2023-08-21,261070.0,153685.5,107384.5
2023-08-22,261433.5,159809.25,101624.25
2023-08-23,260658.5,157834.75,102823.75
2023-08-24,261289.5,156917.0,104372.5
2023-08-25,269319.75,153699.0,115620.75
2023-08-26,233240.75,123089.5,110151.25
2023-08-27,207611.25,110338.5,97272.75
2023-08-28,259101.5,152217.75,106883.75
2023-08-29,256745.25,157877.5,98867.75
2023-08-30,255821.25,155493.25,100328.0
2023-08-31,267369.5,155742.0,111627.5
2023-09-01,275024.75,151629.5,123395.25
2023-09-02,227641.25,119750.5,107890.75
2023-09-03,221463.0,109861.75,111601.25
2023-09-04,260628.0,151988.5,108639.5
2023-09-05,262912.75,158834.75,104078.0
2023-09-06,264031.0,158902.0,105129.0
2023-09-07,270349.0,159535.0,110814.0
2023-09-08,259571.0,156716.25,102854.75
2023-09-09,226465.5,128180.5,98285.0
2023-09-10,212263.5,114739.5,97524.0
2023-09-11,256150.0,159096.75,97053.25
2023-09-12,270267.5,166274.75,103992.75
2023-09-13,278286.0,168444.75,109841.25
2023-09-14,264548.75,161967.75,102581.0
2023-09-15,261023.75,155976.75,105047.0
2023-09-16,230622.0,122888.25,107733.75
2023-09-17,217064.0,112498.5,104565.5
2023-09-18,290723.75,161259.75,129464.0
2023-09-19,272802.5,160322.0,112480.5
2023-09-20,266524.75,158392.0,108132.75
2023-09-21,284803.75,160142.75,124661.0
2023-09-22,281816.5,155836.0,125980.5
2023-09-23,239271.75,121580.25,117691.5
2023-09-24,211901.5,108391.5,103510.0
2023-09-25,266362.5,150813.75,115548.75
2023-09-26,267821.25,155147.25,112674.0
2023-09-27,269233.0,156494.25,112738.75
2023-09-28,274000.0,158369.0,115631.0
2023-09-29,273900.5,153306.5,120594.0
2023-09-30,252667.75,119750.5,132917.25
2023-10-01,217548.75,105810.25,111738.5
2023-10-02,247022.5,126609.0,120413.5
2023-10-03,233302.75,117122.75,116180.0
2023-10-04,279078.5,153620.75,125457.75
2023-10-05,284759.75,160254.25,124505.5
2023-10-06,281475.25,155472.5,126002.75
2023-10-07,248951.25,125158.25,123793.0
2023-10-08,220316.75,111491.5,108825.25
2023-10-09,265685.5,161289.75,104395.75
2023-10-10,277869.0,164105.25,113763.75
2023-10-11,289281.25,165222.75,124058.5
2023-10-12,292945.0,166386.75,126558.25
2023-10-13,275716.0,161956.25,113759.75
2023-10-14,243527.25,135556.75,107970.5
2023-10-15,247034.0,123555.5,123478.5
2023-10-16,290978.5,165064.25,125914.25
2023-10-17,285247.5,173307.75,111939.75
2023-10-18,287777.0,177676.0,110101.0
2023-10-19,307485.0,175483.75,132001.25
2023-10-20,294478.75,171730.0,122748.75
2023-10-21,242321.25,137625.75,104695.5
2023-10-22,229058.5,123624.75,105433.75
2023-10-23,279045.25,171468.25,107577.0
2023-10-24,303090.5,177844.25,125246.25
2023-10-25,287154.75,177342.75,109812.0
2023-10-26,296477.25,175915.25,120562.0
2023-10-27,293159.25,170160.0,122999.25
2023-10-28,241488.0,137633.0,103855.0
2023-10-29,263839.0,131730.5,132108.5
2023-10-30,272203.75,166173.75,106030.0
2023-10-31,258889.75,169199.25,89690.5
2023-11-01,277728.5,130461.5,147267.0
2023-11-02,303650.75,168917.5,134733.25
2023-11-03,279956.75,170301.5,109655.25
2023-11-04,266691.5,143238.75,123452.75
2023-11-05,249315.0,130622.75,118692.25
2023-11-06,309677.75,174736.75,134941.0
2023-11-07,312113.5,180523.75,131589.75
2023-11-08,317613.0,181599.25,136013.75
2023-11-09,321052.25,182671.5,138380.75
2023-11-10,303063.75,177067.75,125996.0
2023-11-11,251548.25,146390.75,105157.5
2023-11-12,241747.25,136796.0,104951.25
2023-11-13,293563.0,181056.0,112507.0
2023-11-14,309700.5,184060.75,125639.75
2023-11-15,307682.25,181488.25,126194.0
2023-11-16,321495.75,183559.25,137936.5
2023-11-17,318027.25,181631.5,136395.75
2023-11-18,261309.75,149076.25,112233.5
2023-11-19,268286.5,133039.5,135247.0
2023-11-20,295381.25,176964.25,118417.0
2023-11-21,320321.0,183882.0,136439.0
2023-11-22,306306.5,190683.25,115623.25
2023-11-23,309788.0,189783.25,120004.75
2023-11-24,324274.0,184975.5,139298.5
2023-11-25,285205.0,157743.5,127461.5
2023-11-26,273609.0,145426.0,128183.0
2023-11-27,313150.75,190609.0,122541.75
2023-11-28,330059.0,197157.5,132901.5
2023-11-29,330635.0,197701.25,132933.75
2023-11-30,321038.75,196394.75,124644.0
2023-12-01,317686.0,193934.0,123752.0
2023-12-02,280681.75,165414.75,115267.0
2023-12-03,276087.0,154751.75,121335.25
2023-12-04,331852.75,200691.0,131161.75
2023-12-05,356466.0,197045.75,159420.25
2023-12-06,340742.0,197448.75,143293.25
2023-12-07,316989.5,193406.75,123582.75
2023-12-08,332881.25,188361.5,144519.75
2023-12-09,284305.0,151588.25,132716.75
2023-12-10,277665.0,137819.75,139845.25
2023-12-11,314128.5,181056.25,133072.25
2023-12-12,306336.25,185865.0,120471.25
2023-12-13,333589.0,185076.5,148512.5
2023-12-14,313424.75,184880.75,128544.0
2023-12-15,321942.5,178754.5,143188.0
2023-12-16,296885.0,148982.0,147903.0
2023-12-17,284332.0,140844.75,143487.25
2023-12-18,325396.0,178237.75,147158.25
2023-12-19,327951.0,180627.75,147323.25
2023-12-20,318211.5,175702.5,142509.0
2023-12-21,315789.0,169520.0,146269.0
2023-12-22,310733.0,155458.75,155274.25
2023-12-23,286855.75,135046.0,151809.75
2023-12-24,242680.75,122792.25,119888.5
2023-12-25,244631.0,118950.25,125680.75
2023-12-26,248599.5,121037.25,127562.25
2023-12-27,259061.25,132544.5,126516.75
2023-12-28,279552.25,137397.5,142154.75
2023-12-29,277112.5,132527.25,144585.25
2023-12-30,260327.25,123369.5,136957.75
2023-12-31,235657.0,121241.75,114415.25
