Datum von,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_50Hertz,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_TransNetBW,Differenz
2017-01-01,232526.0,134763.5,97762.5
2017-01-02,291297.25,177571.5,113725.75
2017-01-03,316419.75,184175.5,132244.25
2017-01-04,319362.75,191351.25,128011.5
2017-01-05,320546.0,186611.25,133934.75
2017-01-06,327926.0,159993.5,167932.5
2017-01-07,297567.0,165913.75,131653.25
2017-01-08,278348.0,155904.25,122443.75
2017-01-09,327081.25,205811.75,121269.5
2017-01-10,334383.25,212699.0,121684.25
2017-01-11,331043.75,212094.0,118949.75
2017-01-12,323013.25,210770.25,112243.0
2017-01-13,318587.75,207121.25,111466.5
2017-01-14,283999.0,169744.5,114254.5
2017-01-15,267787.25,156874.25,110913.0
2017-01-16,317190.25,214552.25,102638.0
2017-01-17,323661.0,221218.0,102443.0
2017-01-18,332482.25,220975.75,111506.5
2017-01-19,338015.75,220305.5,117710.25
2017-01-20,333137.5,217845.5,115292.0
2017-01-21,291928.5,182940.0,108988.5
2017-01-22,278763.25,167501.75,111261.5
2017-01-23,333590.0,224618.25,108971.75
2017-01-24,337230.5,229332.75,107897.75
2017-01-25,333056.5,229010.75,104045.75
2017-01-26,331891.25,220557.75,111333.5
2017-01-27,331442.75,213321.25,118121.5
2017-01-28,287209.5,174722.75,112486.75
2017-01-29,268672.75,156096.5,112576.25
2017-01-30,315596.25,211128.75,104467.5
2017-01-31,328905.25,210911.5,117993.75
2017-02-01,332532.5,207392.75,125139.75
2017-02-02,332844.75,202916.5,129928.25
2017-02-03,323455.5,200545.25,122910.25
2017-02-04,275230.0,164364.75,110865.25
2017-02-05,258978.75,146668.5,112310.25
2017-02-06,319098.75,201152.0,117946.75
2017-02-07,332732.0,207399.5,125332.5
2017-02-08,333828.25,207642.0,126186.25
2017-02-09,333863.5,213079.0,120784.5
2017-02-10,334805.25,206822.5,127982.75
2017-02-11,288867.75,165936.75,122931.0
2017-02-12,272534.25,147556.75,124977.5
2017-02-13,324978.25,206121.25,118857.0
2017-02-14,328964.25,206243.0,122721.25
2017-02-15,323550.0,204620.25,118929.75
2017-02-16,321029.0,197541.25,123487.75
2017-02-17,313666.0,198351.75,115314.25
2017-02-18,275993.25,158929.75,117063.5
2017-02-19,261500.75,142386.5,119114.25
2017-02-20,309120.75,198830.75,110290.0
2017-02-21,311601.25,202139.0,109462.25
2017-02-22,314351.5,200802.75,113548.75
2017-02-23,315176.25,191399.5,123776.75
2017-02-24,312450.5,192143.25,120307.25
2017-02-25,280137.75,155302.25,124835.5
2017-02-26,255643.0,134284.75,121358.25
2017-02-27,302731.5,178291.5,124440.0
2017-02-28,306094.25,192465.5,113628.75
2017-03-01,317209.75,196402.25,120807.5
2017-03-02,310472.5,189017.75,121454.75
2017-03-03,308673.25,191984.5,116688.75
2017-03-04,261387.75,154127.5,107260.25
2017-03-05,247611.5,136420.0,111191.5
2017-03-06,307161.5,195351.25,111810.25
2017-03-07,314233.75,200322.5,113911.25
2017-03-08,313702.25,198442.5,115259.75
2017-03-09,311690.25,195165.0,116525.25
2017-03-10,310800.75,183835.75,126965.0
2017-03-11,270636.75,147573.5,123063.25
2017-03-12,251682.75,128551.0,123131.75
2017-03-13,305064.75,185165.5,119899.25
2017-03-14,309960.5,187222.0,122738.5
2017-03-15,298053.0,188373.5,109679.5
2017-03-16,301697.0,186960.0,114737.0
2017-03-17,297331.0,180738.25,116592.75
2017-03-18,267336.0,147728.5,119607.5
2017-03-19,247862.0,127012.75,120849.25
2017-03-20,294112.75,182365.5,111747.25
2017-03-21,304599.75,192478.5,112121.25
2017-03-22,302999.5,196096.25,106903.25
2017-03-23,307512.0,188741.75,118770.25
2017-03-24,297134.75,189491.0,107643.75
2017-03-25,255363.0,145171.25,110191.75
2017-03-26,228936.75,119296.0,109640.75
2017-03-27,288753.0,179969.0,108784.0
2017-03-28,295690.75,184873.0,110817.75
2017-03-29,292149.75,184465.0,107684.75
2017-03-30,289118.75,179501.25,109617.5
2017-03-31,281004.25,177306.5,103697.75
2017-04-01,245383.5,139261.0,106122.5
2017-04-02,230243.5,122062.5,108181.0
2017-04-03,281124.5,179990.25,101134.25
2017-04-04,285942.0,184915.25,101026.75
2017-04-05,291461.0,184844.25,106616.75
2017-04-06,292076.75,185414.5,106662.25
2017-04-07,295815.0,178311.5,117503.5
2017-04-08,252297.75,137390.25,114907.5
2017-04-09,238012.0,117054.0,120958.0
2017-04-10,292949.5,170753.25,122196.25
2017-04-11,299634.5,179725.75,119908.75
2017-04-12,295844.5,177486.0,118358.5
2017-04-13,287475.75,174210.25,113265.5
2017-04-14,240921.0,124746.25,116174.75
2017-04-15,242943.0,124420.5,118522.5
2017-04-16,221211.0,111896.25,109314.75
2017-04-17,228403.5,113346.5,115057.0
2017-04-18,288589.0,178414.0,110175.0
2017-04-19,303526.75,190616.25,112910.5
2017-04-20,303199.25,186743.5,116455.75
2017-04-21,303615.0,183910.5,119704.5
2017-04-22,260995.75,148859.0,112136.75
2017-04-23,246600.5,131848.0,114752.5
2017-04-24,295433.5,181713.75,113719.75
2017-04-25,299077.75,189422.5,109655.25
2017-04-26,299726.5,195434.75,104291.75
2017-04-27,297867.0,195193.25,102673.75
2017-04-28,295674.75,188275.5,107399.25
2017-04-29,255235.0,145828.25,109406.75
2017-04-30,227792.25,117779.25,110013.0
2017-05-01,228754.75,123359.5,105395.25
2017-05-02,296273.75,180639.25,115634.5
2017-05-03,299131.75,189340.5,109791.25
2017-05-04,303878.0,190008.5,113869.5
2017-05-05,299089.75,183745.75,115344.0
2017-05-06,257295.75,146285.5,111010.25
2017-05-07,239209.25,128863.5,110345.75
2017-05-08,287024.5,188636.5,98388.0
2017-05-09,287166.0,188023.25,99142.75
2017-05-10,286080.5,183566.5,102514.0
2017-05-11,280472.25,182943.25,97529.0
2017-05-12,280975.25,179596.0,101379.25
2017-05-13,241300.5,141378.75,99921.75
2017-05-14,223090.0,120460.25,102629.75
2017-05-15,280484.25,175764.25,104720.0
2017-05-16,286310.75,182109.0,104201.75
2017-05-17,286882.0,182801.0,104081.0
2017-05-18,289561.25,181706.25,107855.0
2017-05-19,287391.25,179888.25,107503.0
2017-05-20,248503.5,138136.5,110367.0
2017-05-21,226293.75,117684.5,108609.25
2017-05-22,278176.25,173973.75,104202.5
2017-05-23,284673.5,180656.5,104017.0
2017-05-24,285739.5,175133.25,110606.25
2017-05-25,227253.0,126910.5,100342.5
2017-05-26,249294.75,148187.5,101107.25
2017-05-27,238785.0,133613.75,105171.25
2017-05-28,222391.5,122511.0,99880.5
2017-05-29,279984.25,181281.5,98702.75
2017-05-30,292155.5,185739.25,106416.25
2017-05-31,294092.25,183707.5,110384.75
2017-06-01,282476.5,180629.25,101847.25
2017-06-02,280908.25,178506.0,102402.25
2017-06-03,245469.75,138942.5,106527.25
2017-06-04,218487.0,109491.0,108996.0
2017-06-05,215604.25,111579.5,104024.75
2017-06-06,276140.0,165895.25,110244.75
2017-06-07,279998.75,174898.75,105100.0
2017-06-08,286153.0,171271.5,114881.5
2017-06-09,287387.5,172741.5,114646.0
2017-06-10,246578.25,133976.0,112602.25
2017-06-11,221055.75,117618.5,103437.25
2017-06-12,278247.75,178202.0,100045.75
2017-06-13,282743.0,179681.0,103062.0
2017-06-14,275157.5,175451.25,99706.25
2017-06-15,277471.5,133118.75,144352.75
2017-06-16,278638.0,152267.0,126371.0
2017-06-17,241356.0,131127.0,110229.0
2017-06-18,221066.5,117781.0,103285.5
2017-06-19,274750.5,178595.75,96154.75
2017-06-20,282767.75,187488.0,95279.75
2017-06-21,277394.0,188546.75,88847.25
2017-06-22,282712.0,188398.0,94314.0
2017-06-23,283716.0,185206.75,98509.25
2017-06-24,242976.25,144041.0,98935.25
2017-06-25,224738.0,124673.25,100064.75
2017-06-26,272632.75,180962.75,91670.0
2017-06-27,275128.75,187902.5,87226.25
2017-06-28,280956.5,186500.25,94456.25
2017-06-29,284730.0,180999.0,103731.0
2017-06-30,283003.25,174420.5,108582.75
2017-07-01,241848.75,137370.5,104478.25
2017-07-02,225651.25,120544.75,105106.5
2017-07-03,271571.75,173681.25,97890.5
2017-07-04,275647.5,181646.25,94001.25
2017-07-05,273486.75,184251.75,89235.0
2017-07-06,273876.5,184567.5,89309.0
2017-07-07,274912.0,184175.0,90737.0
2017-07-08,239412.25,144037.75,95374.5
2017-07-09,220518.0,124553.25,95964.75
2017-07-10,273084.5,180350.0,92734.5
2017-07-11,275540.5,182780.0,92760.5
2017-07-12,278380.25,184003.25,94377.0
2017-07-13,274614.5,179783.25,94831.25
2017-07-14,265475.5,177653.5,87822.0
2017-07-15,231085.25,137281.25,93804.0
2017-07-16,216256.75,118501.5,97755.25
2017-07-17,264650.75,178214.75,86436.0
2017-07-18,268853.5,185281.5,83572.0
2017-07-19,274306.25,188546.25,85760.0
2017-07-20,275528.75,183724.5,91804.25
2017-07-21,270842.75,180477.75,90365.0
2017-07-22,238258.0,141959.25,96298.75
2017-07-23,216788.25,120118.75,96669.5
2017-07-24,261253.75,176489.75,84764.0
2017-07-25,270173.5,180623.75,89549.75
2017-07-26,272075.75,183173.5,88902.25
2017-07-27,266259.0,179414.5,86844.5
2017-07-28,264666.5,172780.0,91886.5
2017-07-29,229765.25,137993.25,91772.0
2017-07-30,218729.5,122665.25,96064.25
2017-07-31,266748.25,173343.25,93405.0
2017-08-01,274565.25,178159.75,96405.5
2017-08-02,272486.25,177815.0,94671.25
2017-08-03,275358.5,179046.75,96311.75
2017-08-04,271568.75,172400.5,99168.25
2017-08-05,232966.5,136607.25,96359.25
2017-08-06,212805.0,114247.0,98558.0
2017-08-07,262548.25,159448.75,103099.5
2017-08-08,273826.0,167542.75,106283.25
2017-08-09,274529.25,166518.5,108010.75
2017-08-10,275122.75,167461.75,107661.0
2017-08-11,274025.75,163842.75,110183.0
2017-08-12,232254.0,131599.0,100655.0
2017-08-13,213661.0,113556.0,100105.0
2017-08-14,267132.0,159332.0,107800.0
2017-08-15,284711.0,166980.75,117730.25
2017-08-16,286140.75,166104.5,120036.25
2017-08-17,286489.5,165962.5,120527.0
2017-08-18,285888.75,165572.0,120316.75
2017-08-19,234890.75,131519.75,103371.0
2017-08-20,219187.75,113141.5,106046.25
2017-08-21,279893.25,161689.75,118203.5
2017-08-22,281927.0,169149.5,112777.5
2017-08-23,273761.75,172173.75,101588.0
2017-08-24,274967.5,172311.0,102656.5
2017-08-25,280591.5,171196.5,109395.0
2017-08-26,244574.5,136923.25,107651.25
2017-08-27,229751.0,118791.75,110959.25
2017-08-28,277083.0,174633.25,102449.75
2017-08-29,286028.75,180198.5,105830.25
2017-08-30,289625.75,181506.75,108119.0
2017-08-31,288247.75,179029.75,109218.0
2017-09-01,281861.0,167266.25,114594.75
2017-09-02,243639.25,129474.25,114165.0
2017-09-03,229193.0,109728.75,119464.25
2017-09-04,280284.5,164927.0,115357.5
2017-09-05,283015.5,173365.5,109650.0
2017-09-06,289102.75,174724.5,114378.25
2017-09-07,289494.25,174013.5,115480.75
2017-09-08,290181.75,170719.0,119462.75
2017-09-09,254920.75,138235.5,116685.25
2017-09-10,229085.5,115207.0,113878.5
2017-09-11,278311.5,171183.25,107128.25
2017-09-12,284891.25,179441.25,105450.0
2017-09-13,286150.75,183323.25,102827.5
2017-09-14,285417.75,182996.75,102421.0
2017-09-15,288523.5,176314.25,112209.25
2017-09-16,250505.75,140538.0,109967.75
2017-09-17,234650.25,122906.25,111744.0
2017-09-18,284218.75,177228.0,106990.75
2017-09-19,290850.0,183046.25,107803.75
2017-09-20,293927.0,181459.0,112468.0
2017-09-21,292063.75,178029.0,114034.75
2017-09-22,289491.25,177060.0,112431.25
2017-09-23,253280.5,141241.75,112038.75
2017-09-24,237397.0,124448.5,112948.5
2017-09-25,290148.0,177521.75,112626.25
2017-09-26,293450.0,182535.5,110914.5
2017-09-27,294099.75,184659.0,109440.75
2017-09-28,294316.25,182063.75,112252.5
2017-09-29,291449.25,182090.25,109359.0
2017-09-30,256360.5,144875.75,111484.75
2017-10-01,237130.25,121264.5,115865.75
2017-10-02,267744.75,159287.0,108457.75
2017-10-03,240304.0,134704.75,105599.25
2017-10-04,294410.75,178233.0,116177.75
2017-10-05,299498.0,184160.5,115337.5
2017-10-06,298347.0,186552.5,111794.5
2017-10-07,255520.5,144846.75,110673.75
2017-10-08,244038.0,131703.25,112334.75
2017-10-09,298067.0,185263.25,112803.75
2017-10-10,305243.75,191797.75,113446.0
2017-10-11,304173.75,187699.75,116474.0
2017-10-12,303681.0,186003.0,117678.0
2017-10-13,299985.25,184195.5,115789.75
2017-10-14,262458.75,145497.0,116961.75
2017-10-15,236288.0,126387.75,109900.25
2017-10-16,281684.0,183530.0,98154.0
2017-10-17,289276.75,187181.25,102095.5
2017-10-18,295027.75,189130.0,105897.75
2017-10-19,296133.5,187147.25,108986.25
2017-10-20,298891.75,186966.0,111925.75
2017-10-21,263148.5,151418.25,111730.25
2017-10-22,238601.25,131584.5,107016.75
2017-10-23,299439.5,191456.5,107983.0
2017-10-24,303433.0,192800.5,110632.5
2017-10-25,300700.0,191780.5,108919.5
2017-10-26,293993.25,191369.25,102624.0
2017-10-27,296869.25,190111.25,106758.0
2017-10-28,264771.75,151257.5,113514.25
2017-10-29,252362.75,139437.75,112925.0
2017-10-30,280617.5,162434.75,118182.75
2017-10-31,256276.5,139206.25,117070.25
2017-11-01,309486.25,139680.75,169805.5
2017-11-02,309292.25,182464.25,126828.0
2017-11-03,301949.5,185738.25,116211.25
2017-11-04,272723.25,150561.5,122161.75
2017-11-05,253791.0,133793.5,119997.5
2017-11-06,302505.0,192836.75,109668.25
2017-11-07,311230.25,202718.5,108511.75
2017-11-08,311239.0,202852.75,108386.25
2017-11-09,317275.5,201680.25,115595.25
2017-11-10,315842.75,200448.5,115394.25
2017-11-11,280193.75,161697.75,118496.0
2017-11-12,261070.5,147004.25,114066.25
2017-11-13,306925.75,201081.0,105844.75
2017-11-14,318089.5,205579.25,112510.25
2017-11-15,310601.0,207664.75,102936.25
2017-11-16,313500.75,205464.25,108036.5
2017-11-17,309332.25,205431.25,103901.0
2017-11-18,285100.25,167116.25,117984.0
2017-11-19,262905.25,142969.0,119936.25
2017-11-20,309311.75,206773.25,102538.5
2017-11-21,309328.25,208479.25,100849.0
2017-11-22,297320.0,202950.75,94369.25
2017-11-23,311377.5,200654.25,110723.25
2017-11-24,302482.5,198017.25,104465.25
2017-11-25,271960.75,168776.75,103184.0
2017-11-26,260462.0,148729.75,111732.25
2017-11-27,318157.5,203801.25,114356.25
2017-11-28,322332.0,212964.75,109367.25
2017-11-29,323398.0,212626.0,110772.0
2017-11-30,324875.5,213613.0,111262.5
2017-12-01,323457.0,210456.5,113000.5
2017-12-02,288523.5,176677.0,111846.5
2017-12-03,281063.0,159758.75,121304.25
2017-12-04,329207.75,210081.0,119126.75
2017-12-05,337079.5,213309.25,123770.25
2017-12-06,331560.5,209808.0,121752.5
2017-12-07,323284.75,205541.75,117743.0
2017-12-08,326458.0,204482.25,121975.75
2017-12-09,284059.25,166981.0,117078.25
2017-12-10,266699.75,154247.5,112452.25
2017-12-11,323299.5,206944.25,116355.25
2017-12-12,334578.75,211084.25,123494.5
2017-12-13,333529.5,208936.5,124593.0
2017-12-14,333529.75,205840.75,127689.0
2017-12-15,322746.0,201588.75,121157.25
2017-12-16,291285.0,167080.75,124204.25
2017-12-17,274964.25,152232.0,122732.25
2017-12-18,318944.75,204068.5,114876.25
2017-12-19,323509.5,204900.5,118609.0
2017-12-20,317139.75,201364.5,115775.25
2017-12-21,313939.5,189990.5,123949.0
2017-12-22,300038.5,172512.0,127526.5
2017-12-23,268224.25,141745.5,126478.75
2017-12-24,235678.75,125727.75,109951.0
2017-12-25,228068.5,126852.5,101216.0
2017-12-26,231543.75,127124.75,104419.0
2017-12-27,260540.25,149552.0,110988.25
2017-12-28,269528.75,154132.0,115396.75
2017-12-29,266714.75,154112.5,112602.25
2017-12-30,250602.5,136322.75,114279.75
2017-12-31,227428.25,127450.5,99977.75
2018-01-01,247530.5,128786.25,118744.25
2018-01-02,295957.75,171218.25,124739.5
2018-01-03,334481.0,183343.25,151137.75
2018-01-04,331877.75,183178.5,148699.25
2018-01-05,326528.5,178295.75,148232.75
2018-01-06,281922.0,141496.0,140426.0
2018-01-07,266955.0,141780.5,125174.5
2018-01-08,328662.5,195281.75,133380.75
2018-01-09,353091.25,202778.25,150313.0
2018-01-10,323506.5,200778.5,122728.0
2018-01-11,324904.75,202371.75,122533.0
2018-01-12,330514.25,201972.0,128542.25
2018-01-13,304318.75,168840.0,135478.75
2018-01-14,283674.75,153399.25,130275.5
2018-01-15,349406.0,208161.0,141245.0
2018-01-16,345426.25,210971.75,134454.5
2018-01-17,337344.0,213810.75,123533.25
2018-01-18,347969.75,210373.0,137596.75
2018-01-19,323481.5,204079.75,119401.75
2018-01-20,289236.25,170325.75,118910.5
2018-01-21,272147.0,151102.25,121044.75
2018-01-22,332205.75,206182.0,126023.75
2018-01-23,331711.0,207865.0,123846.0
2018-01-24,345503.25,202577.75,142925.5
2018-01-25,328424.5,202814.75,125609.75
2018-01-26,315780.25,200208.5,115571.75
2018-01-27,288059.75,163841.25,124218.5
2018-01-28,288347.5,147378.5,140969.0
2018-01-29,348216.5,202876.5,145340.0
2018-01-30,345733.0,205007.5,140725.5
2018-01-31,341780.0,205706.25,136073.75
2018-02-01,339914.5,207741.0,132173.5
2018-02-02,332580.25,203152.0,129428.25
2018-02-03,287567.75,168737.5,118830.25
2018-02-04,282510.0,154548.5,127961.5
2018-02-05,324186.75,207986.0,116200.75
2018-02-06,328400.25,211236.75,117163.5
2018-02-07,328484.25,216040.0,112444.25
2018-02-08,331160.25,211578.5,119581.75
2018-02-09,333253.25,209819.0,123434.25
2018-02-10,291134.75,172714.5,118420.25
2018-02-11,282868.0,155831.0,127037.0
2018-02-12,341892.5,201921.25,139971.25
2018-02-13,325035.5,207546.75,117488.75
2018-02-14,322379.5,212270.0,110109.5
2018-02-15,342006.75,213264.0,128742.75
2018-02-16,333153.0,204165.0,128988.0
2018-02-17,287573.0,173722.25,113850.75
2018-02-18,269524.25,157349.0,112175.25
2018-02-19,319705.0,209803.25,109901.75
2018-02-20,330479.5,216052.5,114427.0
2018-02-21,328075.0,215853.5,112221.5
2018-02-22,327645.25,217950.25,109695.0
2018-02-23,330900.25,216299.0,114601.25
2018-02-24,312671.0,178024.5,134646.5
2018-02-25,294799.75,160553.0,134246.75
2018-02-26,347776.0,216448.5,131327.5
2018-02-27,357639.75,224813.75,132826.0
2018-02-28,366659.0,225967.5,140691.5
2018-03-01,362296.0,224041.25,138254.75
2018-03-02,359445.0,218614.25,140830.75
2018-03-03,316905.75,175398.75,141507.0
2018-03-04,303667.25,151077.5,152589.75
2018-03-05,331318.0,197215.5,134102.5
2018-03-06,332435.5,203554.0,128881.5
2018-03-07,332773.25,202878.75,129894.5
2018-03-08,330511.25,200499.75,130011.5
2018-03-09,336178.75,197897.5,138281.25
2018-03-10,285350.0,159170.5,126179.5
2018-03-11,263103.75,141017.25,122086.5
2018-03-12,309288.0,191594.25,117693.75
2018-03-13,325150.5,200741.5,124409.0
2018-03-14,318103.25,196551.25,121552.0
2018-03-15,336161.25,200909.0,135252.25
2018-03-16,356111.25,195045.25,161066.0
2018-03-17,323619.0,168822.75,154796.25
2018-03-18,306515.5,157901.0,148614.5
2018-03-19,325544.0,208841.25,116702.75
2018-03-20,339203.25,211659.75,127543.5
2018-03-21,322730.75,208796.0,113934.75
2018-03-22,335394.5,208420.5,126974.0
2018-03-23,320453.0,203357.5,117095.5
2018-03-24,282772.5,162872.5,119900.0
2018-03-25,251981.75,138595.0,113386.75
2018-03-26,311963.75,194132.25,117831.5
2018-03-27,316782.75,196657.0,120125.75
2018-03-28,343991.0,197939.25,146051.75
2018-03-29,338388.75,191049.25,147339.5
2018-03-30,258401.5,145381.0,113020.5
2018-03-31,279437.25,143397.0,136040.25
2018-04-01,261089.5,132048.5,129041.0
2018-04-02,249073.25,132172.5,116900.75
2018-04-03,300234.25,178919.5,121314.75
2018-04-04,304930.5,185791.0,119139.5
2018-04-05,315240.0,191862.0,123378.0
2018-04-06,307035.0,185514.5,121520.5
2018-04-07,268120.25,152527.5,115592.75
2018-04-08,246049.75,130915.25,115134.5
2018-04-09,290928.0,181615.25,109312.75
2018-04-10,315815.75,188281.0,127534.75
2018-04-11,318674.75,185585.5,133089.25
2018-04-12,319729.0,183026.75,136702.25
2018-04-13,315228.5,183704.5,131524.0
2018-04-14,261048.5,146871.5,114177.0
2018-04-15,235459.5,126859.25,108600.25
2018-04-16,286067.25,178691.5,107375.75
2018-04-17,289858.5,183190.75,106667.75
2018-04-18,289723.25,180172.5,109550.75
2018-04-19,284149.75,180590.0,103559.75
2018-04-20,295302.25,178383.5,116918.75
2018-04-21,257863.25,143463.75,114399.5
2018-04-22,226761.0,129982.5,96778.5
2018-04-23,293448.25,183290.75,110157.5
2018-04-24,306158.75,184931.0,121227.75
2018-04-25,307636.25,188007.75,119628.5
2018-04-26,308067.75,181226.75,126841.0
2018-04-27,294469.0,176941.25,117527.75
2018-04-28,249100.5,140660.75,108439.75
2018-04-29,224681.25,125999.0,98682.25
2018-04-30,266612.0,158726.5,107885.5
2018-05-01,250898.5,124912.5,125986.0
2018-05-02,280609.0,176034.25,104574.75
2018-05-03,288562.5,182494.75,106067.75
2018-05-04,283984.0,178150.25,105833.75
2018-05-05,253096.75,142262.5,110834.25
2018-05-06,229528.5,124117.25,105411.25
2018-05-07,286053.0,176242.5,109810.5
2018-05-08,293978.0,181685.75,112292.25
2018-05-09,296816.5,177464.0,119352.5
2018-05-10,235545.75,135160.25,100385.5
2018-05-11,255412.75,152635.0,102777.75
2018-05-12,240678.25,135013.0,105665.25
2018-05-13,236322.0,125381.0,110941.0
2018-05-14,295686.75,181255.75,114431.0
2018-05-15,293308.75,181956.75,111352.0
2018-05-16,289341.25,185928.5,103412.75
2018-05-17,296885.0,186644.75,110240.25
2018-05-18,288264.0,176310.5,111953.5
2018-05-19,250710.5,138711.75,111998.75
2018-05-20,212204.75,116225.0,95979.75
2018-05-21,226745.5,117709.0,109036.5
2018-05-22,285296.25,167540.5,117755.75
2018-05-23,298219.75,175299.0,122920.75
2018-05-24,310466.5,175275.0,135191.5
2018-05-25,302975.75,171407.0,131568.75
2018-05-26,259594.25,136674.25,122920.0
2018-05-27,242308.75,121762.25,120546.5
2018-05-28,304095.5,174733.0,129362.5
2018-05-29,312542.0,179461.25,133080.75
2018-05-30,309637.5,174348.75,135288.75
2018-05-31,314900.0,132771.5,182128.5
2018-06-01,301613.0,153735.25,147877.75
2018-06-02,259874.25,134139.75,125734.5
2018-06-03,237521.25,123071.25,114450.0
2018-06-04,292709.75,177917.75,114792.0
2018-06-05,298498.0,185409.75,113088.25
2018-06-06,302405.75,186663.25,115742.5
2018-06-07,301326.0,184726.25,116599.75
2018-06-08,296634.5,183360.25,113274.25
2018-06-09,263825.75,145298.5,118527.25
2018-06-10,243504.75,127449.75,116055.0
2018-06-11,298771.5,183274.0,115497.5
2018-06-12,296537.25,189276.5,107260.75
2018-06-13,297271.5,183463.75,113807.75
2018-06-14,292698.25,181929.0,110769.25
2018-06-15,288614.75,177141.0,111473.75
2018-06-16,258039.5,140204.5,117835.0
2018-06-17,235867.25,124861.0,111006.25
2018-06-18,288893.5,176279.75,112613.75
2018-06-19,309805.75,182117.75,127688.0
2018-06-20,303704.5,186243.25,117461.25
2018-06-21,312725.5,187066.75,125658.75
2018-06-22,303265.0,177827.25,125437.75
2018-06-23,263920.0,140337.0,123583.0
2018-06-24,232379.5,121190.25,111189.25
2018-06-25,287018.0,175219.5,111798.5
2018-06-26,289701.5,182000.75,107700.75
2018-06-27,289764.25,181183.25,108581.0
2018-06-28,298699.75,181389.0,117310.75
2018-06-29,299536.75,180237.5,119299.25
2018-06-30,254713.0,144164.25,110548.75
2018-07-01,230143.25,125144.5,104998.75
2018-07-02,285714.25,178718.5,106995.75
2018-07-03,293754.75,186065.0,107689.75
2018-07-04,292751.25,184691.0,108060.25
2018-07-05,298296.0,183890.25,114405.75
2018-07-06,301138.25,183343.75,117794.5
2018-07-07,259828.0,141710.25,118117.75
2018-07-08,232574.5,122191.0,110383.5
2018-07-09,290214.75,177290.75,112924.0
2018-07-10,284621.5,181237.75,103383.75
2018-07-11,287894.5,179916.25,107978.25
2018-07-12,294396.75,179012.75,115384.0
2018-07-13,284476.0,177633.0,106843.0
2018-07-14,253923.5,141178.75,112744.75
2018-07-15,229316.5,124300.25,105016.25
2018-07-16,277381.0,176628.25,100752.75
2018-07-17,288537.5,183460.0,105077.5
2018-07-18,298174.0,183751.25,114422.75
2018-07-19,298207.0,181775.0,116432.0
2018-07-20,283475.75,179259.25,104216.5
2018-07-21,250335.75,141536.75,108799.0
2018-07-22,225884.5,124319.0,101565.5
2018-07-23,274623.25,177079.25,97544.0
2018-07-24,286061.75,184002.75,102059.0
2018-07-25,287853.0,186021.75,101831.25
2018-07-26,288354.25,185209.5,103144.75
2018-07-27,291979.25,181016.25,110963.0
2018-07-28,251784.75,142039.75,109745.0
2018-07-29,227376.75,123283.75,104093.0
2018-07-30,279495.5,177305.75,102189.75
2018-07-31,286705.25,185789.0,100916.25
2018-08-01,286821.25,184320.75,102500.5
2018-08-02,284916.25,180802.5,104113.75
2018-08-03,281566.0,179264.5,102301.5
2018-08-04,249178.0,144250.0,104928.0
2018-08-05,244661.5,127917.0,116744.5
2018-08-06,278197.25,172296.0,105901.25
2018-08-07,287791.25,179213.0,108578.25
2018-08-08,302866.5,177321.5,125545.0
2018-08-09,296410.0,172769.25,123640.75
2018-08-10,300967.5,162417.0,138550.5
2018-08-11,264432.0,132600.0,131832.0
2018-08-12,235599.0,116582.5,119016.5
2018-08-13,287770.0,164912.0,122858.0
2018-08-14,300432.0,167375.0,133057.0
2018-08-15,295317.25,166189.25,129128.0
2018-08-16,293547.25,166023.0,127524.25
2018-08-17,294275.0,166553.0,127722.0
2018-08-18,250740.0,135111.5,115628.5
2018-08-19,238198.5,119595.25,118603.25
2018-08-20,297106.25,167254.0,129852.25
2018-08-21,286039.0,174141.25,111897.75
2018-08-22,285599.0,176435.0,109164.0
2018-08-23,291208.25,176453.5,114754.75
2018-08-24,292986.75,170258.5,122728.25
2018-08-25,259993.75,134084.5,125909.25
2018-08-26,243418.75,115637.5,127781.25
2018-08-27,299165.25,169165.75,129999.5
2018-08-28,290163.75,173437.75,116726.0
2018-08-29,294063.0,176227.75,117835.25
2018-08-30,301376.25,175198.5,126177.75
2018-08-31,289620.75,172713.75,116907.0
2018-09-01,247932.5,134657.0,113275.5
2018-09-02,242296.5,120146.0,122150.5
2018-09-03,301054.25,171177.25,129877.0
2018-09-04,292619.25,176574.5,116044.75
2018-09-05,285466.75,175763.75,109703.0
2018-09-06,288958.5,176367.5,112591.0
2018-09-07,295251.5,173143.75,122107.75
2018-09-08,255190.0,135399.5,119790.5
2018-09-09,230684.25,120189.5,110494.75
2018-09-10,282616.75,173683.25,108933.5
2018-09-11,304083.0,181340.25,122742.75
2018-09-12,297102.75,181015.75,116087.0
2018-09-13,279101.25,178843.5,100257.75
2018-09-14,287218.75,173632.5,113586.25
2018-09-15,262645.5,133516.75,129128.75
2018-09-16,234812.25,117085.5,117726.75
2018-09-17,287785.5,172590.5,115195.0
2018-09-18,299729.75,182394.75,117335.0
2018-09-19,302161.25,182452.5,119708.75
2018-09-20,304772.0,181686.75,123085.25
2018-09-21,320840.5,180762.0,140078.5
2018-09-22,276299.5,138798.5,137501.0
2018-09-23,255083.75,124435.25,130648.5
2018-09-24,319817.0,173761.0,146056.0
