Datum von;Datum bis;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
12.02.2021;13.02.2021;349.168,25;288.836,00;9.843,75
13.02.2021;14.02.2021;314.153,00;263.952,75;8.676,00
14.02.2021;15.02.2021;303.153,00;255.417,25;13.099,50
15.02.2021;16.02.2021;362.707,75;190.198,25;8.089,75
16.02.2021;17.02.2021;334.916,75;254.389,00;7.876,75
17.02.2021;18.02.2021;338.732,25;150.921,50;7.989,75
18.02.2021;19.02.2021;330.077,00;172.794,75;7.652,75
19.02.2021;20.02.2021;333.921,00;150.764,50;8.293,50
20.02.2021;21.02.2021;286.793,00;128.409,00;7.346,00
21.02.2021;22.02.2021;264.914,00;99.252,50;15.156,00
22.02.2021;23.02.2021;305.573,50;186.975,75;5.775,50
23.02.2021;24.02.2021;314.808,75;169.288,50;10.514,75
24.02.2021;25.02.2021;322.264,50;143.470,00;14.107,75
25.02.2021;26.02.2021;318.981,75;167.686,75;10.283,00
26.02.2021;27.02.2021;330.286,50;196.106,00;4.522,25
27.02.2021;28.02.2021;282.421,75;183.744,75;8.939,75
28.02.2021;01.03.2021;266.958,00;189.853,50;16.267,00
01.03.2021;02.03.2021;305.279,25;266.303,25;10.708,25
02.03.2021;03.03.2021;305.365,25;249.667,50;9.966,50
03.03.2021;04.03.2021;305.897,25;197.152,00;8.284,00
04.03.2021;05.03.2021;316.056,50;234.513,50;9.729,25
05.03.2021;06.03.2021;314.155,00;207.878,25;4.105,50
06.03.2021;07.03.2021;294.288,50;161.218,25;8.830,75
07.03.2021;08.03.2021;292.858,00;116.309,50;15.490,50
08.03.2021;09.03.2021;305.057,50;229.281,25;6.710,25
09.03.2021;10.03.2021;313.206,50;245.565,50;9.600,50
10.03.2021;11.03.2021;316.433,75;207.427,00;8.654,25
11.03.2021;12.03.2021;358.813,00;24.293,50;19.827,50
12.03.2021;13.03.2021;345.398,00;184,00;17.443,75
13.03.2021;14.03.2021;314.274,50;-20.296,50;17.204,75
14.03.2021;15.03.2021;296.073,25;9.316,50;18.562,50
15.03.2021;16.03.2021;325.623,50;140.415,50;9.749,25
16.03.2021;17.03.2021;321.823,25;153.252,25;11.749,00
17.03.2021;18.03.2021;308.017,50;249.874,75;11.569,25
18.03.2021;19.03.2021;308.932,75;257.144,75;7.244,75
19.03.2021;20.03.2021;327.301,75;197.560,50;8.857,75
20.03.2021;21.03.2021;293.978,00;164.071,50;7.564,00
21.03.2021;22.03.2021;296.332,75;43.903,25;17.280,75
22.03.2021;23.03.2021;309.563,50;182.525,00;4.400,25
23.03.2021;24.03.2021;314.262,75;242.111,75;8.686,75
24.03.2021;25.03.2021;306.820,50;218.174,25;14.738,50
25.03.2021;26.03.2021;297.500,25;221.968,50;5.261,00
26.03.2021;27.03.2021;296.554,00;193.809,75;10.979,50
27.03.2021;28.03.2021;299.464,50;38.466,00;14.909,75
28.03.2021;29.03.2021;271.937,75;71.675,50;16.387,50
29.03.2021;30.03.2021;315.918,25;101.925,25;9.594,75
30.03.2021;31.03.2021;303.141,25;166.156,50;10.331,25
31.03.2021;01.04.2021;279.242,00;196.647,75;12.847,25
01.04.2021;02.04.2021;287.132,25;159.676,75;7.094,75
02.04.2021;03.04.2021;252.296,25;96.797,75;8.740,25
03.04.2021;04.04.2021;259.524,00;73.846,00;6.480,50
04.04.2021;05.04.2021;246.762,75;98.146,00;10.945,25
05.04.2021;06.04.2021;274.889,00;-23.505,75;19.909,50
06.04.2021;07.04.2021;328.586,25;79.740,50;14.000,00
07.04.2021;08.04.2021;337.515,25;74.311,00;11.765,50
08.04.2021;09.04.2021;338.541,75;78.888,25;13.342,25
09.04.2021;10.04.2021;332.516,00;92.160,50;15.842,00
10.04.2021;11.04.2021;260.732,50;201.943,00;8.693,75
11.04.2021;12.04.2021;264.641,75;86.032,75;17.131,50
12.04.2021;13.04.2021;311.209,00;193.085,00;6.019,50
13.04.2021;14.04.2021;317.757,50;154.770,00;13.408,25
14.04.2021;15.04.2021;308.016,50;190.892,25;5.932,25
15.04.2021;16.04.2021;318.584,50;179.202,00;7.118,25
16.04.2021;17.04.2021;318.374,75;182.747,50;6.555,25
17.04.2021;18.04.2021;273.034,75;183.347,00;3.913,75
18.04.2021;19.04.2021;251.984,00;201.787,75;10.196,75
19.04.2021;20.04.2021;305.406,50;227.281,25;5.354,50
20.04.2021;21.04.2021;297.392,00;202.855,50;11.234,75
21.04.2021;22.04.2021;305.733,25;131.552,75;7.299,00
22.04.2021;23.04.2021;328.196,00;56.714,50;12.638,25
23.04.2021;24.04.2021;308.622,25;116.772,50;8.932,75
24.04.2021;25.04.2021;261.811,75;148.237,25;12.971,25
25.04.2021;26.04.2021;252.359,75;127.890,50;15.106,50
26.04.2021;27.04.2021;285.375,00;184.546,75;10.008,25
27.04.2021;28.04.2021;285.405,75;128.938,75;6.970,75
28.04.2021;29.04.2021;292.912,75;132.035,50;11.130,75
29.04.2021;30.04.2021;303.966,25;150.153,25;12.656,25
30.04.2021;01.05.2021;298.748,00;194.227,50;11.007,25
01.05.2021;02.05.2021;237.233,00;171.080,75;8.286,25
02.05.2021;03.05.2021;248.483,00;140.567,00;14.198,75
03.05.2021;04.05.2021;303.766,50;120.867,50;2.830,75
04.05.2021;05.05.2021;331.012,00;842,75;15.700,50
05.05.2021;06.05.2021;342.050,00;-32.385,50;10.484,75
06.05.2021;07.05.2021;324.524,50;104.987,75;5.202,75
07.05.2021;08.05.2021;305.799,75;156.255,25;5.854,00
08.05.2021;09.05.2021;263.598,25;109.092,00;8.204,25
09.05.2021;10.05.2021;254.243,50;20.605,25;16.747,50
10.05.2021;11.05.2021;297.691,50;101.366,00;9.130,50
11.05.2021;12.05.2021;288.209,25;149.877,25;5.423,75
12.05.2021;13.05.2021;284.177,25;198.284,50;5.765,50
13.05.2021;14.05.2021;244.504,00;156.339,25;8.820,00
14.05.2021;15.05.2021;253.773,00;166.067,00;8.643,50
15.05.2021;16.05.2021;242.753,75;120.865,25;7.428,75
16.05.2021;17.05.2021;227.474,25;105.546,75;16.846,25
17.05.2021;18.05.2021;268.727,75;157.066,25;4.480,00
18.05.2021;19.05.2021;280.387,75;167.037,25;5.763,75
19.05.2021;20.05.2021;281.639,00;180.586,00;6.221,25
20.05.2021;21.05.2021;288.505,25;170.663,50;6.318,25
21.05.2021;22.05.2021;286.274,75;54.968,00;8.275,25
22.05.2021;23.05.2021;257.110,00;16.806,00;13.773,25
23.05.2021;24.05.2021;241.709,25;54.372,00;13.315,25
24.05.2021;25.05.2021;235.093,50;43.918,00;9.627,50
25.05.2021;26.05.2021;285.879,50;73.484,75;5.534,75
26.05.2021;27.05.2021;296.579,25;107.284,50;5.676,00
27.05.2021;28.05.2021;290.867,75;113.799,50;9.599,25
28.05.2021;29.05.2021;282.632,25;162.697,50;5.189,75
29.05.2021;30.05.2021;252.906,50;117.593,00;9.028,00
30.05.2021;31.05.2021;227.741,25;97.080,25;13.603,00
31.05.2021;01.06.2021;272.903,25;161.923,50;6.489,50
01.06.2021;02.06.2021;278.664,00;169.958,75;6.986,50
02.06.2021;03.06.2021;282.214,00;133.139,50;10.731,75
03.06.2021;04.06.2021;297.666,75;117.780,50;13.107,00
04.06.2021;05.06.2021;280.177,00;174.209,00;6.945,50
05.06.2021;06.06.2021;246.719,75;134.249,50;8.040,25
06.06.2021;07.06.2021;224.981,00;129.725,75;16.620,25
07.06.2021;08.06.2021;272.156,25;173.067,00;6.093,00
08.06.2021;09.06.2021;281.420,25;177.508,25;10.799,00
09.06.2021;10.06.2021;281.124,50;185.056,50;9.550,50
10.06.2021;11.06.2021;283.090,25;189.031,00;7.716,75
11.06.2021;12.06.2021;281.779,25;179.156,75;8.958,00
12.06.2021;13.06.2021;264.840,50;62.939,25;13.368,00
13.06.2021;14.06.2021;248.559,00;55.169,75;16.394,50
14.06.2021;15.06.2021;270.041,50;159.815,00;6.438,00
15.06.2021;16.06.2021;285.185,00;184.870,25;11.565,00
16.06.2021;17.06.2021;286.527,75;162.650,00;10.765,50
17.06.2021;18.06.2021;304.691,75;128.772,50;14.668,25
18.06.2021;19.06.2021;301.215,25;137.476,00;13.441,00
19.06.2021;20.06.2021;258.035,00;133.523,50;11.544,00
20.06.2021;21.06.2021;243.009,00;106.907,25;18.636,75
21.06.2021;22.06.2021;294.877,75;151.197,75;8.093,25
22.06.2021;23.06.2021;295.032,00;210.258,25;8.850,25
23.06.2021;24.06.2021;283.783,75;223.370,00;11.737,00
24.06.2021;25.06.2021;286.385,25;241.877,25;8.926,00
25.06.2021;26.06.2021;281.546,00;221.821,50;8.626,75
26.06.2021;27.06.2021;235.904,75;152.994,25;7.159,00
27.06.2021;28.06.2021;218.681,50;130.687,00;17.748,00
28.06.2021;29.06.2021;279.033,50;185.105,25;6.182,25
29.06.2021;30.06.2021;288.671,25;210.714,75;9.194,75
30.06.2021;01.07.2021;301.834,75;182.561,50;8.115,00
01.07.2021;02.07.2021;307.119,00;162.298,50;9.373,75
02.07.2021;03.07.2021;293.232,25;171.283,50;7.917,00
03.07.2021;04.07.2021;239.695,25;140.634,00;6.765,75
04.07.2021;05.07.2021;221.075,00;130.453,50;16.006,50
05.07.2021;06.07.2021;272.158,25;179.580,50;6.118,75
06.07.2021;07.07.2021;286.848,75;146.722,75;15.795,50
07.07.2021;08.07.2021;287.228,00;210.795,25;3.460,25
08.07.2021;09.07.2021;281.481,75;220.431,25;6.866,25
09.07.2021;10.07.2021;283.863,00;167.689,75;11.514,00
10.07.2021;11.07.2021;250.785,00;98.558,25;10.281,50
11.07.2021;12.07.2021;224.249,50;118.210,00;10.602,25
12.07.2021;13.07.2021;292.028,00;182.610,00;1.703,50
13.07.2021;14.07.2021;290.858,50;182.035,25;4.005,00
14.07.2021;15.07.2021;281.413,50;180.941,25;4.842,25
15.07.2021;16.07.2021;273.666,50;196.534,75;4.804,00
16.07.2021;17.07.2021;275.918,00;167.782,50;3.117,25
17.07.2021;18.07.2021;247.294,25;106.012,25;10.040,00
18.07.2021;19.07.2021;244.546,00;66.130,00;18.280,25
19.07.2021;20.07.2021;275.895,00;160.956,25;1.330,00
20.07.2021;21.07.2021;286.130,50;197.318,25;5.852,25
21.07.2021;22.07.2021;283.429,50;214.178,75;7.526,25
22.07.2021;23.07.2021;270.652,00;206.848,00;4.271,75
23.07.2021;24.07.2021;270.453,75;192.305,25;4.145,00
24.07.2021;25.07.2021;252.010,50;119.678,75;2.541,75
25.07.2021;26.07.2021;247.556,00;113.660,00;9.596,25
26.07.2021;27.07.2021;281.882,25;194.419,25;1.073,00
27.07.2021;28.07.2021;283.803,50;164.989,50;1.148,00
28.07.2021;29.07.2021;277.687,00;163.914,50;4.469,00
29.07.2021;30.07.2021;297.463,50;59.127,50;12.244,75
30.07.2021;31.07.2021;291.016,75;100.433,25;3.518,00
31.07.2021;01.08.2021;255.588,00;10.929,00;13.842,25
01.08.2021;02.08.2021;229.214,25;135.266,75;5.152,75
02.08.2021;03.08.2021;280.722,25;126.474,75;5.061,25
03.08.2021;04.08.2021;269.929,25;196.888,75;494,00
04.08.2021;05.08.2021;265.341,75;197.806,25;5.772,25
05.08.2021;06.08.2021;278.163,50;198.098,25;5.051,25
06.08.2021;07.08.2021;271.427,25;165.448,75;8.690,50
07.08.2021;08.08.2021;233.951,00;114.178,75;11.127,50
08.08.2021;09.08.2021;232.805,50;38.460,50;19.437,75
09.08.2021;10.08.2021;268.297,75;126.348,25;5.811,75
10.08.2021;11.08.2021;273.215,00;176.116,00;8.907,00
11.08.2021;12.08.2021;280.626,25;184.882,75;9.601,50
12.08.2021;13.08.2021;280.255,25;191.288,50;9.353,75
13.08.2021;14.08.2021;282.900,50;168.774,25;7.102,75
14.08.2021;15.08.2021;258.623,25;111.367,00;11.833,75
15.08.2021;16.08.2021;241.778,50;129.248,00;14.551,25
16.08.2021;17.08.2021;293.743,00;79.598,25;9.401,50
17.08.2021;18.08.2021;320.805,25;993,00;13.339,00
18.08.2021;19.08.2021;314.808,75;95.094,50;6.955,75
19.08.2021;20.08.2021;308.243,75;156.322,50;9.922,50
20.08.2021;21.08.2021;285.876,00;210.985,75;7.346,00
21.08.2021;22.08.2021;240.583,50;165.340,50;9.444,00
22.08.2021;23.08.2021;230.244,75;145.742,50;16.350,75
23.08.2021;24.08.2021;297.626,75;137.504,25;8.691,00
24.08.2021;25.08.2021;287.770,50;158.716,75;11.606,25
25.08.2021;26.08.2021;302.641,75;139.487,50;15.442,50
26.08.2021;27.08.2021;295.463,75;144.633,25;8.189,75
27.08.2021;28.08.2021;287.641,00;192.776,00;14.212,25
28.08.2021;29.08.2021;247.482,25;184.465,00;6.784,00
29.08.2021;30.08.2021;246.813,00;171.735,25;9.884,50
30.08.2021;31.08.2021;303.703,00;178.266,50;9.786,50
31.08.2021;01.09.2021;304.752,25;148.177,25;14.013,00
01.09.2021;02.09.2021;295.941,00;177.299,75;13.345,50
02.09.2021;03.09.2021;288.677,75;206.496,00;8.508,25
03.09.2021;04.09.2021;292.915,75;180.267,75;10.865,00
04.09.2021;05.09.2021;249.581,25;179.701,00;9.421,25
05.09.2021;06.09.2021;240.070,00;139.095,50;16.263,25
06.09.2021;07.09.2021;274.034,25;191.845,00;4.969,25
07.09.2021;08.09.2021;277.470,50;214.297,00;13.121,50
08.09.2021;09.09.2021;277.066,25;190.930,25;14.742,75
09.09.2021;10.09.2021;281.997,25;171.617,25;10.584,00
10.09.2021;11.09.2021;281.038,00;197.645,25;11.460,00
11.09.2021;12.09.2021;250.624,00;182.421,25;4.640,25
12.09.2021;13.09.2021;247.256,00;159.394,50;17.052,25
13.09.2021;14.09.2021;285.373,75;214.870,75;7.049,25
14.09.2021;15.09.2021;280.651,75;193.606,25;10.071,75
15.09.2021;16.09.2021;298.154,75;203.898,50;11.562,75
16.09.2021;17.09.2021;301.840,75;185.049,25;12.146,50
17.09.2021;18.09.2021;291.033,75;178.200,50;9.194,75
18.09.2021;19.09.2021;265.180,00;182.336,25;8.804,25
19.09.2021;20.09.2021;240.196,25;178.639,25;18.531,25
20.09.2021;21.09.2021;271.393,75;226.083,75;6.879,00
21.09.2021;22.09.2021;285.401,75;210.243,75;12.023,50
22.09.2021;23.09.2021;291.899,00;180.721,50;10.811,25
23.09.2021;24.09.2021;327.532,25;45.454,50;18.511,00
24.09.2021;25.09.2021;321.928,25;105.728,25;13.141,00
25.09.2021;26.09.2021;264.789,00;158.011,75;11.920,50
26.09.2021;27.09.2021;239.131,75;144.931,00;16.252,75
27.09.2021;28.09.2021;295.206,75;211.153,50;9.436,00
28.09.2021;29.09.2021;285.885,00;223.801,75;9.881,75
29.09.2021;30.09.2021;295.204,75;188.568,50;15.673,00
30.09.2021;01.10.2021;322.742,00;82.907,50;16.773,25
01.10.2021;02.10.2021;313.687,00;102.886,75;14.818,50
02.10.2021;03.10.2021;258.508,75;102.163,00;9.815,75
03.10.2021;04.10.2021;271.515,50;21.254,75;19.002,25
04.10.2021;05.10.2021;294.879,00;241.827,75;6.939,75
05.10.2021;06.10.2021;307.019,75;243.125,50;13.563,75
06.10.2021;07.10.2021;297.199,25;188.082,25;16.849,50
07.10.2021;08.10.2021;295.269,25;232.979,25;9.484,75
08.10.2021;09.10.2021;295.973,50;211.451,50;4.206,50
09.10.2021;10.10.2021;255.720,00;122.545,00;10.862,25
10.10.2021;11.10.2021;251.164,50;140.519,50;14.965,50
11.10.2021;12.10.2021;321.060,00;184.622,75;10.000,25
12.10.2021;13.10.2021;328.256,25;165.484,00;6.201,25
13.10.2021;14.10.2021;313.882,00;196.925,50;5.217,75
14.10.2021;15.10.2021;327.403,00;192.891,25;3.867,75
15.10.2021;16.10.2021;334.681,50;106.693,50;4.895,25
16.10.2021;17.10.2021;296.815,00;190.897,75;12.333,75
17.10.2021;18.10.2021;272.672,00;184.607,25;18.264,25
18.10.2021;19.10.2021;302.689,00;220.593,75;9.408,00
19.10.2021;20.10.2021;316.182,75;171.272,75;10.571,00
20.10.2021;21.10.2021;330.715,75;22.559,75;15.195,00
21.10.2021;22.10.2021;344.236,25;-13.733,75;19.013,25
22.10.2021;23.10.2021;343.871,25;-12.698,00;17.814,25
23.10.2021;24.10.2021;297.699,25;95.610,75;12.272,75
24.10.2021;25.10.2021;256.038,50;130.498,25;19.993,75
25.10.2021;26.10.2021;317.180,50;179.391,75;9.564,75
26.10.2021;27.10.2021;327.915,25;191.859,50;12.730,25
27.10.2021;28.10.2021;340.367,75;176.554,00;16.953,75
28.10.2021;29.10.2021;321.806,50;187.110,25;16.413,25
29.10.2021;30.10.2021;311.310,75;158.677,50;16.385,50
30.10.2021;31.10.2021;273.589,75;109.086,50;12.971,50
31.10.2021;01.11.2021;269.082,00;79.019,50;11.776,75
01.11.2021;02.11.2021;308.270,50;190.899,25;15.660,50
02.11.2021;03.11.2021;302.314,00;264.144,00;13.367,50
03.11.2021;04.11.2021;305.171,75;256.578,75;14.028,00
04.11.2021;05.11.2021;348.245,75;154.821,25;14.298,50
05.11.2021;06.11.2021;347.857,50;155.142,00;10.671,00
06.11.2021;07.11.2021;301.623,25;74.238,75;11.669,00
07.11.2021;08.11.2021;294.601,75;3.345,75;21.973,00
08.11.2021;09.11.2021;318.728,75;188.044,50;3.391,25
09.11.2021;10.11.2021;328.853,25;242.705,00;14.282,00
10.11.2021;11.11.2021;327.234,50;248.746,25;13.575,75
11.11.2021;12.11.2021;327.451,00;276.231,50;12.927,50
12.11.2021;13.11.2021;325.107,00;265.410,50;12.054,25
13.11.2021;14.11.2021;284.285,50;225.724,75;11.730,50
14.11.2021;15.11.2021;275.062,00;238.846,75;12.096,50
15.11.2021;16.11.2021;319.626,75;273.913,00;15.900,25
16.11.2021;17.11.2021;318.462,25;298.643,25;12.213,25
17.11.2021;18.11.2021;327.773,00;217.908,00;14.647,75
18.11.2021;19.11.2021;352.528,50;93.374,75;15.010,75
19.11.2021;20.11.2021;353.903,00;66.205,75;15.745,50
20.11.2021;21.11.2021;315.419,50;122.928,00;16.246,25
21.11.2021;22.11.2021;289.686,50;185.237,50;13.644,50
22.11.2021;23.11.2021;330.682,25;239.091,50;13.247,50
23.11.2021;24.11.2021;338.438,25;218.721,00;15.136,00
24.11.2021;25.11.2021;333.919,75;275.390,75;16.575,75
25.11.2021;26.11.2021;351.184,25;256.252,00;15.176,50
26.11.2021;27.11.2021;335.084,25;238.770,75;15.885,75
27.11.2021;28.11.2021;296.707,00;219.318,25;12.786,75
28.11.2021;29.11.2021;276.716,75;237.637,75;13.959,25
29.11.2021;30.11.2021;338.419,75;264.243,25;11.984,25
30.11.2021;01.12.2021;370.521,75;74.118,00;17.583,50
01.12.2021;02.12.2021;356.708,25;56.321,75;17.290,50
02.12.2021;03.12.2021;372.654,25;135.887,75;10.019,50
03.12.2021;04.12.2021;374.364,75;98.623,25;20.356,25
04.12.2021;05.12.2021;305.450,50;211.956,00;11.129,50
05.12.2021;06.12.2021;295.093,00;222.868,00;15.750,25
06.12.2021;07.12.2021;347.507,50;306.033,25;14.378,00
07.12.2021;08.12.2021;358.172,25;246.096,75;15.147,75
08.12.2021;09.12.2021;375.577,25;190.296,50;13.905,75
09.12.2021;10.12.2021;348.138,25;319.444,50;13.135,00
10.12.2021;11.12.2021;335.549,25;316.563,75;11.882,25
11.12.2021;12.12.2021;308.785,75;261.406,50;11.086,50
12.12.2021;13.12.2021;294.663,00;173.035,00;19.016,50
13.12.2021;14.12.2021;333.866,50;271.745,75;15.289,25
14.12.2021;15.12.2021;345.633,50;264.336,75;14.706,75
15.12.2021;16.12.2021;355.112,75;229.687,75;15.805,00
16.12.2021;17.12.2021;358.379,75;214.577,75;16.224,75
17.12.2021;18.12.2021;338.966,75;250.835,75;11.291,00
18.12.2021;19.12.2021;309.032,25;186.480,75;9.993,00
19.12.2021;20.12.2021;307.441,00;31.503,75;17.008,00
20.12.2021;21.12.2021;334.894,75;219.157,75;8.632,25
21.12.2021;22.12.2021;317.925,25;303.967,00;12.874,50
22.12.2021;23.12.2021;326.331,50;280.001,00;13.742,50
23.12.2021;24.12.2021;318.339,25;212.135,75;9.800,75
24.12.2021;25.12.2021;281.259,75;96.263,50;16.564,50
25.12.2021;26.12.2021;266.711,25;217.082,25;6.428,50
26.12.2021;27.12.2021;280.928,75;198.427,50;14.947,00
27.12.2021;28.12.2021;324.477,50;169.988,75;15.900,75
28.12.2021;29.12.2021;313.407,75;143.623,25;16.269,50
29.12.2021;30.12.2021;271.936,50;208.344,00;12.766,00
30.12.2021;31.12.2021;291.624,25;62.765,25;12.377,00
31.12.2021;01.01.2022;278.085,50;-4.698,00;13.648,00
01.01.2022;02.01.2022;233.634,50;70.935,75;14.103,50
02.01.2022;03.01.2022;269.688,50;16.578,25;17.378,00
03.01.2022;04.01.2022;328.821,50;45.695,50;12.728,25
04.01.2022;05.01.2022;336.565,25;206.695,75;7.389,50
05.01.2022;06.01.2022;359.650,75;87.003,75;19.638,50
06.01.2022;07.01.2022;347.200,00;182.526,75;8.268,75
07.01.2022;08.01.2022;355.643,50;164.837,75;14.058,25
08.01.2022;09.01.2022;318.200,50;176.746,75;9.275,50
09.01.2022;10.01.2022;307.262,25;132.065,25;16.052,75
10.01.2022;11.01.2022;342.971,50;301.322,25;8.274,50
11.01.2022;12.01.2022;345.324,75;315.026,50;15.767,50
12.01.2022;13.01.2022;348.344,25;272.663,25;12.550,50
13.01.2022;14.01.2022;371.670,25;130.219,75;15.091,25
14.01.2022;15.01.2022;366.736,50;138.803,00;12.203,25
15.01.2022;16.01.2022;297.478,75;253.617,75;2.450,00
16.01.2022;17.01.2022;301.052,50;109.955,00;8.850,25
17.01.2022;18.01.2022;359.143,75;62.398,50;12.989,00
18.01.2022;19.01.2022;351.430,50;262.120,50;7.082,75
19.01.2022;20.01.2022;366.483,75;156.726,25;10.528,25
20.01.2022;21.01.2022;378.320,75;38.395,75;15.266,75
21.01.2022;22.01.2022;375.557,25;112.064,25;12.997,50
22.01.2022;23.01.2022;302.450,00;196.586,25;11.840,00
23.01.2022;24.01.2022;284.524,00;222.135,75;10.370,75
24.01.2022;25.01.2022;338.726,75;296.481,75;9.764,00
25.01.2022;26.01.2022;350.272,25;277.675,75;11.125,25
26.01.2022;27.01.2022;364.309,25;196.560,00;11.864,25
27.01.2022;28.01.2022;363.070,50;27.833,75;16.196,25
28.01.2022;29.01.2022;353.212,50;62.215,50;12.615,50
29.01.2022;30.01.2022;304.277,50;-16.156,50;9.584,25
30.01.2022;31.01.2022;281.041,25;-39.458,25;19.146,25
31.01.2022;01.02.2022;327.185,00;246.639,75;6.340,75
01.02.2022;02.02.2022;355.715,00;75.349,00;13.734,25
02.02.2022;03.02.2022;353.685,00;39.841,00;15.163,75
03.02.2022;04.02.2022;350.523,75;213.513,00;5.785,75
04.02.2022;05.02.2022;350.854,25;112.123,25;10.204,00
05.02.2022;06.02.2022;313.524,00;-29.425,00;15.104,00
06.02.2022;07.02.2022;307.280,50;-53.044,25;17.679,00
07.02.2022;08.02.2022;349.331,50;6.593,50;15.838,75
08.02.2022;09.02.2022;364.361,50;67.521,75;12.802,00
09.02.2022;10.02.2022;359.517,75;125.701,00;12.185,75
10.02.2022;11.02.2022;345.610,75;220.286,25;6.669,50
11.02.2022;12.02.2022;346.472,00;202.333,50;13.788,25
12.02.2022;13.02.2022;309.687,50;166.179,50;7.667,50
13.02.2022;14.02.2022;295.436,50;34.797,25;16.135,75
14.02.2022;15.02.2022;342.262,50;60.090,25;15.202,75
15.02.2022;16.02.2022;349.813,75;140.496,25;14.097,75
16.02.2022;17.02.2022;353.175,25;-7.370,50;13.463,50
17.02.2022;18.02.2022;346.658,50;-29.653,50;16.263,00
18.02.2022;19.02.2022;339.998,00;47.768,75;7.923,00
19.02.2022;20.02.2022;299.857,25;-22.510,25;19.660,75
20.02.2022;21.02.2022;292.110,00;-10.346,50;12.744,75
21.02.2022;22.02.2022;345.751,50;-20.122,00;15.897,75
22.02.2022;23.02.2022;347.183,50;43.480,75;14.544,25
23.02.2022;24.02.2022;337.032,25;57.542,50;16.545,75
24.02.2022;25.02.2022;353.629,25;72.135,00;13.860,50
25.02.2022;26.02.2022;345.101,25;39.445,50;19.030,25
26.02.2022;27.02.2022;286.932,25;180.084,50;6.754,50
27.02.2022;28.02.2022;266.891,00;191.007,25;17.841,00
28.02.2022;01.03.2022;324.261,00;227.094,25;15.433,50
01.03.2022;02.03.2022;338.483,75;201.025,25;11.670,00
02.03.2022;03.03.2022;323.637,75;272.766,25;6.863,75
03.03.2022;04.03.2022;327.726,25;265.312,50;7.222,50
04.03.2022;05.03.2022;329.481,25;283.972,75;10.133,50
05.03.2022;06.03.2022;289.515,75;229.608,00;10.739,00
06.03.2022;07.03.2022;278.835,75;243.461,00;16.193,50
07.03.2022;08.03.2022;323.580,75;228.828,75;7.036,50
08.03.2022;09.03.2022;307.568,50;234.866,75;10.898,75
09.03.2022;10.03.2022;305.379,75;225.351,50;12.809,00
10.03.2022;11.03.2022;331.411,00;132.715,25;9.584,25
11.03.2022;12.03.2022;339.790,25;10.889,50;17.936,00
12.03.2022;13.03.2022;301.748,00;43.551,50;13.808,00
13.03.2022;14.03.2022;282.690,50;43.602,00;13.194,25
14.03.2022;15.03.2022;326.428,75;174.334,00;6.616,25
15.03.2022;16.03.2022;314.736,25;255.448,00;5.414,25
16.03.2022;17.03.2022;310.891,00;218.176,25;10.264,75
17.03.2022;18.03.2022;331.044,25;199.296,50;13.440,25
18.03.2022;19.03.2022;313.585,00;201.267,75;7.310,25
19.03.2022;20.03.2022;288.388,75;74.165,75;13.992,25
20.03.2022;21.03.2022;273.000,00;-18.085,25;18.336,50
21.03.2022;22.03.2022;325.394,00;116.976,00;8.948,25
22.03.2022;23.03.2022;308.160,00;196.024,25;8.861,00
23.03.2022;24.03.2022;302.300,25;206.479,00;7.914,75
24.03.2022;25.03.2022;303.960,00;226.537,75;7.323,50
25.03.2022;26.03.2022;307.675,25;202.780,00;9.755,25
26.03.2022;27.03.2022;281.774,75;128.690,50;15.342,50
27.03.2022;28.03.2022;248.168,25;157.601,25;14.484,25
28.03.2022;29.03.2022;317.081,25;166.258,50;11.135,50
29.03.2022;30.03.2022;316.179,00;193.898,50;7.905,00
30.03.2022;31.03.2022;318.340,50;247.020,75;4.181,75
31.03.2022;01.04.2022;337.144,50;121.142,00;12.342,75
01.04.2022;02.04.2022;347.799,75;63.996,00;14.603,50
02.04.2022;03.04.2022;295.455,50;72.948,00;11.650,50
03.04.2022;04.04.2022;269.090,50;125.090,25;11.512,00
04.04.2022;05.04.2022;336.360,50;-8.816,25;21.338,50
05.04.2022;06.04.2022;332.269,50;94.304,00;5.142,25
06.04.2022;07.04.2022;321.879,50;49.725,75;13.743,25
07.04.2022;08.04.2022;326.432,00;-30.487,25;16.125,75
08.04.2022;09.04.2022;327.000,25;51.394,25;11.260,75
09.04.2022;10.04.2022;297.668,25;14.102,00;16.094,25
10.04.2022;11.04.2022;283.727,00;25.652,75;17.733,25
11.04.2022;12.04.2022;310.564,75;178.118,75;7.049,50
12.04.2022;13.04.2022;295.843,00;125.807,50;18.121,25
13.04.2022;14.04.2022;298.922,25;144.525,25;12.873,00
14.04.2022;15.04.2022;283.557,75;199.227,75;14.830,25
15.04.2022;16.04.2022;254.373,50;129.668,75;8.781,00
16.04.2022;17.04.2022;245.356,75;92.294,25;17.101,50
17.04.2022;18.04.2022;221.815,00;117.000,00;18.192,75
18.04.2022;19.04.2022;221.018,50;115.438,75;17.363,75
19.04.2022;20.04.2022;280.723,25;131.312,75;8.700,75
20.04.2022;21.04.2022;295.064,75;182.428,25;11.396,75
21.04.2022;22.04.2022;303.724,00;215.403,50;8.243,00
